Reaction ID,auxiliary_type,mapping_confidence,label_Ca,label_Cb,label_joint,smarts_Ca,smarts_Cb,smarts_status,cip_status,is_typeA,is_typeB,gold
2223682,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,True,False,False
2223682,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,True,False,False
2223682,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,True,False,False
2223682,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,True,False,False
2223682,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,True,False,False
2223682,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,True,False,False
2223682,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,True,False,False
29026166,abiko,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
29026166,abiko,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
29026166,abiko,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
29026166,abiko,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
29026166,abiko,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
35903226,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,True,False,False
35903226,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,True,False,False
35903226,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,True,False,False
51068962,oppolzer,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
51068962,oppolzer,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
11167406,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
11167406,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
11167406,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
11167406,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
11167406,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
11167406,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
31761312,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
31761312,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
2886933,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
8821563,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
8821563,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
8821563,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
8821563,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
8821563,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
8821563,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
8821563,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
8821563,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
8821563,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9010360,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9010360,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9010360,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9010360,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9010360,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9010360,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9409135,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9409135,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9409135,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9409135,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9409135,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
30873522,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,True,True
30873522,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,True,True
40620945,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
44221290,other_auxiliary,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
55400225,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
3736753,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
3736753,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
3736753,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
3736753,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
3736753,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
3736753,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
3736753,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
3736753,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
3736753,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9401389,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9401389,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9882094,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9882094,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
11115837,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
11115837,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
28917336,abiko,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
28917336,abiko,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
30130253,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
30130253,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
30327860,crimmins_thione,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
36368228,crimmins_thione,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,True,True
36368228,crimmins_thione,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,True,True
36904733,oppolzer,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
37186845,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
37186845,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
48804264,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
55364669,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
55364669,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
57973345,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
1681974,oxazoline,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
1681974,oxazoline,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
1681974,oxazoline,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
2681475,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,True,True
2681475,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,True,True
2681475,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,True,True
2681475,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,True,False,False
2681475,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,True,True
2681475,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,True,True
9135096,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,True,True
9135096,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,True,False,False
9135096,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,True,False,False
9401391,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9401391,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
28322756,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
28322756,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
35162558,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
35162558,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
50334490,oppolzer,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
50334497,oppolzer,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
54839186,oppolzer,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
57973191,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
2219711,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
2219711,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
2219711,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
2219711,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
2887055,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,True,True
2887055,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,True,False,False
2887055,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,True,False,False
2887055,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,True,True
2887055,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,True,True
2887055,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,True,True
2887055,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,True,True
2887055,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,True,False,False
2887055,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,True,True
2887055,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,True,True
31737188,menthyl_ester,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
31999851,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
32804599,crimmins_oxathione,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
34376462,abiko,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
36377790,crimmins_oxathione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
36844081,oppolzer,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
37371793,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
37999435,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,True,False,False
38339906,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
38339906,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
38847166,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
38962617,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
38962617,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
39459248,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
39559833,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
39559833,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
41495268,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
42090325,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,True,True
42680348,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
45552616,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
45553558,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
45643027,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
46349905,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
46460768,crimmins_thione,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
46724957,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
47025149,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
47025149,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
47144591,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
47148343,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
47648107,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
47648131,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
49780681,crimmins_thione,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
50153094,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
50153095,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
56130639,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
56377877,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
57184686,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
57576488,crimmins_thione,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
60290403,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
1855660,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,True,False,False
1855660,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
1855660,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
1855660,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
1855660,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
1855660,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,True,False,False
2223689,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
2223689,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
2223689,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
4608551,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
4608551,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
4608551,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
4608551,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
4608551,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
4608551,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
4608551,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
4608551,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,True,True
8578820,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
8578820,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
8578820,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
8578820,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
8578820,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
8882173,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
8882173,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
8882173,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
9139575,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9139575,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9139575,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9323325,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9323325,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9323325,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9323325,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9890828,crimmins_oxathione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9890828,crimmins_oxathione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
27798413,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
33388697,oppolzer,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
34981544,crimmins_thione,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
35559565,crimmins_oxathione,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
36030794,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
36274637,oppolzer,high,0.0,1.0,1.0,,,ambiguous,no_smarts,False,False,False
36905493,oppolzer,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
36960563,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
36960563,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
37610368,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
37610370,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
38614873,oppolzer,high,0.0,1.0,1.0,,,ambiguous,no_smarts,False,False,False
38871778,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
39770580,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
40413852,crimmins_oxathione,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
40446015,abiko,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
43214564,oppolzer,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
44017150,oppolzer,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
45160174,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
45553559,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
45553569,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
45553570,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
46627565,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
47648106,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
47814566,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
50740298,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
52219118,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
52219118,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
55886785,oppolzer,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
57034050,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
58865245,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
4428480,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
4428480,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
4428480,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
31737192,menthyl_ester,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
31737197,menthyl_ester,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
31894097,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
33732870,crimmins_thione,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
34199583,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
35559552,crimmins_oxathione,medium,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,False
35559555,crimmins_oxathione,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
35559556,crimmins_oxathione,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
35559557,crimmins_oxathione,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
35559558,crimmins_oxathione,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
35559559,crimmins_oxathione,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
35559561,crimmins_oxathione,medium,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,False
35559562,crimmins_oxathione,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
35559563,crimmins_oxathione,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
35559564,crimmins_oxathione,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
35559566,crimmins_oxathione,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
35559567,crimmins_oxathione,medium,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,False
35884081,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
37610373,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
40978390,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
46099081,evans,high,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,True
52219117,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
52219117,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
55969168,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
8950467,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
8950467,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9020280,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9020280,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
9139576,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9139576,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9181933,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
9181933,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
9764181,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9764181,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9792830,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
9792830,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
10043929,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
10151706,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
10151706,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
10410388,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
10410388,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
10526854,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
10526854,evans,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,False,True
11283209,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
11283209,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
11283209,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,True,False,False
11283209,crimmins_thione,high,1.0,0.0,2.0,1.0,0.0,ok,agree,False,True,True
23405861,evans,high,1.0,1.0,3.0,1.0,1.0,ok,agree,False,False,True
28047093,evans,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
28404886,crimmins_thione,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
28404886,crimmins_thione,high,0.0,1.0,1.0,0.0,1.0,ok,agree,False,False,True
29148710,crimmins_oxathione,medium,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,False
29148720,crimmins_oxathione,medium,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,False
29148725,crimmins_oxathione,medium,0.0,0.0,0.0,0.0,0.0,ok,agree,False,False,False
